timestamp,_id,page_name,person_id,tracking_code,orders,revenue_amount
2024-07-18T19:15:39+00:00,30,home page,person-24ghi456,ghi456,,
2024-07-18T19:15:39+00:00,31,home page,person-25abc789,abc789,,
2024-07-18T19:15:39+00:00,32,confirmation page,person-25abc789,,1,139.25
2024-07-18T19:15:39+00:00,33,home page,person-26abc987,abc987,,
2024-07-18T19:15:39+00:00,34,home page,person-27def987,def987,,
2024-07-18T19:15:39+00:00,35,home page,person-28ghi987,ghi987,,
2024-07-18T19:15:39+00:00,36,home page,person-29abc654,abc654,,
2024-07-18T19:15:39+00:00,37,confirmation page,person-29abc654,,1,124.25
2024-07-18T19:15:39+00:00,38,home page,person-30def654,def654,,
2024-07-18T19:15:39+00:00,39,home page,person-31ghi654,ghi654,,
2024-07-18T19:15:39+00:00,40,home page,person-32abc321,abc321,,
2024-07-18T19:15:39+00:00,41,home page,person-33ghi456,ghi456,,
2024-07-18T19:15:39+00:00,42,confirmation page,person-33ghi456,,1,174.25
2024-07-18T19:15:39+00:00,43,home page,person-34abc789,abc789,,
2024-07-18T19:15:39+00:00,44,home page,person-35def789,def789,,
2024-07-18T19:15:39+00:00,45,home page,person-36ghi789,ghi789,,
2024-07-18T19:15:39+00:00,46,confirmation page,person-36ghi789,,1,149.25
2024-07-18T19:15:39+00:00,47,home page,person-37abc987,abc987,,
2024-07-18T19:15:39+00:00,48,home page,person-38def987,def987,,
2024-07-18T19:15:39+00:00,49,home page,person-39ghi987,ghi987,,
2024-07-18T19:15:39+00:00,50,home page,person-40abc654,abc654,,
2024-07-18T19:15:39+00:00,51,confirmation page,person-40abc654,,1,124.25
2024-07-18T19:15:39+00:00,52,home page,person-41def654,def654,,
2024-07-18T19:15:39+00:00,53,home page,person-42ghi654,ghi654,,
2024-07-18T19:15:39+00:00,54,home page,person-43abc321,abc321,,
2024-07-18T19:15:39+00:00,55,home page,person-44def321,def321,,
2024-07-18T19:15:39+00:00,56,home page,person-45ghi321,ghi321,,
2024-07-18T19:15:39+00:00,57,home page,person-46abc123,abc123,,
2024-07-18T19:15:39+00:00,58,confirmation page,person-46abc123,,1,174.25
2024-07-18T19:15:39+00:00,59,home page,person-47def123,def123,,
2024-07-18T19:15:39+00:00,60,home page,person-48ghi123,ghi123,,
2024-07-18T19:15:39+00:00,61,home page,person-49abc456,abc456,,
2024-07-18T19:15:39+00:00,62,home page,person-50def456,def456,,
2024-07-18T19:15:39+00:00,63,home page,person-51ghi456,ghi456,,
2024-07-18T19:15:39+00:00,64,home page,person-52abc789,abc789,,
2024-07-18T19:15:39+00:00,65,confirmation page,person-52abc789,,1,149.25
2024-07-18T19:15:39+00:00,66,home page,person-53abc987,abc987,,
2024-07-18T19:15:39+00:00,67,home page,person-54def987,def987,,
2024-07-18T19:15:39+00:00,68,home page,person-55ghi987,ghi987,,
2024-07-18T19:15:39+00:00,69,confirmation page,person-55ghi987,,1,124.25
2024-07-18T19:15:39+00:00,70,home page,person-56abc123,abc123,,
2024-07-18T19:15:39+00:00,71,home page,person-57def123,def123,,
2024-07-18T19:15:39+00:00,72,confirmation page,person-57def123,,1,174.25
2024-07-18T19:15:39+00:00,73,home page,person-58ghi123,ghi123,,
2024-07-18T19:15:39+00:00,74,home page,person-59abc456,abc456,,
2024-07-18T19:15:39+00:00,75,confirmation page,person-59abc456,,1,149.25
2024-07-18T19:15:39+00:00,76,home page,person-60def456,def456,,
2024-07-18T19:15:39+00:00,77,home page,person-61ghi456,ghi456,,
2024-07-18T19:15:39+00:00,78,home page,person-62abc789,abc789,,
2024-07-18T19:15:39+00:00,79,confirmation page,person-62abc789,,1,159.25
2024-07-18T19:15:39+00:00,80,home page,person-63def789,def789,,
2024-07-18T19:15:39+00:00,81,home page,person-64ghi789,ghi789,,
2024-07-18T19:15:39+00:00,82,home page,person-65abc987,abc987,,
2024-07-18T19:15:39+00:00,83,confirmation page,person-65abc987,,1,124.25
2024-07-18T19:15:39+00:00,84,home page,person-66def987,def987,,
2024-07-18T19:15:39+00:00,85,home page,person-67ghi987,ghi987,,
2024-07-18T19:15:39+00:00,86,home page,person-68abc654,abc654,,
2024-07-18T19:15:39+00:00,87,home page,person-69def654,def654,,
2024-07-18T19:15:39+00:00,88,home page,person-70ghi654,ghi654,,
2024-07-18T19:15:39+00:00,89,home page,person-71abc321,abc321,,
2024-07-18T19:15:39+00:00,90,confirmation page,person-71abc321,,1,174.25
2024-07-18T19:15:39+00:00,91,home page,person-72def321,def321,,
2024-07-18T19:15:39+00:00,92,home page,person-73ghi321,ghi321,,
2024-07-18T19:15:39+00:00,93,home page,person-74abc123,abc123,,
2024-07-18T19:15:39+00:00,94,home page,person-75def123,def123,,
2024-07-18T19:15:39+00:00,95,home page,person-76ghi123,ghi123,,
2024-07-18T19:15:39+00:00,96,home page,person-77abc456,abc456,,
2024-07-18T19:15:39+00:00,97,confirmation page,person-77abc456,,1,149.25
2024-07-18T19:15:39+00:00,98,home page,person-78def456,def456,,
2024-07-18T19:15:39+00:00,99,home page,person-79ghi456,ghi456,,
2024-07-18T19:15:39+00:00,100,home page,person-80abc789,abc789,,
2024-07-18T19:15:39+00:00,101,home page,person-81abc987,abc987,,
2024-07-18T19:15:39+00:00,102,confirmation page,person-81abc987,,1,139.25
2024-07-18T19:15:39+00:00,103,home page,person-82def987,def987,,
2024-07-18T19:15:39+00:00,104,home page,person-83ghi987,ghi987,,
2024-07-18T19:15:39+00:00,105,home page,person-84abc654,abc654,,
2024-07-18T19:15:39+00:00,106,home page,person-85def654,def654,,
2024-07-18T19:15:39+00:00,107,confirmation page,person-85def654,,1,124.25
2024-07-18T19:15:39+00:00,108,home page,person-86ghi654,ghi654,,
2024-07-18T19:15:39+00:00,109,home page,person-87abc321,abc321,,
2024-07-18T19:15:39+00:00,110,home page,person-88ghi456,ghi456,,
2024-07-18T19:15:39+00:00,111,home page,person-89abc789,abc789,,
2024-07-18T19:15:39+00:00,112,confirmation page,person-89abc789,,1,174.25
2024-07-18T19:15:39+00:00,113,home page,person-90def789,def789,,
2024-07-18T19:15:39+00:00,114,home page,person-91ghi789,ghi789,,
2024-07-18T19:15:39+00:00,115,home page,person-92abc987,abc987,,
2024-07-18T19:15:39+00:00,116,confirmation page,person-92abc987,,1,149.25
2024-07-18T19:15:39+00:00,117,home page,person-93def987,def987,,
2024-07-18T19:15:39+00:00,118,home page,person-94ghi987,ghi987,,
2024-07-18T19:15:39+00:00,119,home page,person-95abc654,abc654,,
2024-07-18T19:15:39+00:00,120,home page,person-96def654,def654,,
2024-07-18T19:15:39+00:00,121,confirmation page,person-96def654,,1,124.25
2024-07-18T19:15:39+00:00,122,home page,person-97ghi654,ghi654,,
2024-07-18T19:15:39+00:00,123,home page,person-98abc321,abc321,,
2024-07-18T19:15:39+00:00,124,home page,person-99def321,def321,,
2024-07-18T19:15:39+00:00,125,home page,person-100ghi321,ghi321,,
2024-07-18T19:15:39+00:00,126,home page,person-101abc123,abc123,,
2024-07-18T19:15:39+00:00,127,home page,person-102def123,def123,,
2024-07-18T19:15:39+00:00,128,confirmation page,person-102def123,,1,174.25
2024-07-18T19:15:39+00:00,129,home page,person-103ghi123,ghi123,,
2024-07-18T19:15:39+00:00,130,home page,person-104abc456,abc456,,
2024-07-18T19:15:39+00:00,131,home page,person-105def456,def456,,
2024-07-18T19:15:39+00:00,132,home page,person-106ghi456,ghi456,,
2024-07-18T19:15:39+00:00,133,home page,person-107abc789,abc789,,
2024-07-18T19:15:39+00:00,134,home page,person-108abc987,abc987,,
2024-07-18T19:15:39+00:00,135,confirmation page,person-108abc987,,1,149.25
2024-07-18T19:15:39+00:00,136,home page,person-109def987,def987,,
2024-07-18T19:15:39+00:00,137,home page,person-110ghi987,ghi987,,
2024-07-18T19:15:39+00:00,138,confirmation page,person-110ghi987,,,
2024-07-18T19:15:39+00:00,139,home page,person-111def987,def987,,
2024-07-18T19:15:39+00:00,140,home page,person-112def987,,1,124.25
2024-07-18T19:15:39+00:00,141,confirmation page,person-112def987,,1,149.25
2024-07-18T19:15:39+00:00,142,home page,person-113ghi987,ghi987,,
2024-07-18T19:15:39+00:00,143,home page,person-114abc654,abc654,,
2024-07-18T19:15:39+00:00,144,home page,person-115def654,def654,,
2024-07-18T19:15:39+00:00,145,confirmation page,person-115def654,,1,159.25
2024-07-18T19:15:39+00:00,146,home page,person-116ghi654,ghi654,,
2024-07-18T19:15:39+00:00,147,home page,person-117abc321,abc321,,
2024-07-18T19:15:39+00:00,148,home page,person-118def321,def321,,
2024-07-18T19:15:39+00:00,149,confirmation page,person-118def321,,1,124.25
2024-07-18T19:15:39+00:00,150,home page,person-119ghi321,ghi321,,
2024-07-18T19:15:39+00:00,151,home page,person-120abc123,abc123,,
2024-07-18T19:15:39+00:00,152,home page,person-121def123,def123,,
2024-07-18T19:15:39+00:00,153,home page,person-122ghi123,ghi123,,
2024-07-18T19:15:39+00:00,154,home page,person-123abc456,abc456,,
2024-07-18T19:15:39+00:00,155,home page,person-124def456,def456,,
2024-07-18T19:15:39+00:00,156,confirmation page,person-124def456,,1,174.25
2024-07-18T19:15:39+00:00,157,home page,person-125ghi456,ghi456,,
2024-07-18T19:15:39+00:00,158,home page,person-126abc789,abc789,,
2024-07-18T19:15:39+00:00,159,home page,person-127abc987,abc987,,
2024-07-18T19:15:39+00:00,160,home page,person-128def987,def987,,
2024-07-18T19:15:39+00:00,161,home page,person-129ghi987,ghi987,,
2024-07-18T19:15:39+00:00,162,home page,person-130abc654,abc654,,
2024-07-18T19:15:39+00:00,163,confirmation page,person-130abc654,,1,149.25
2024-07-18T19:15:39+00:00,164,home page,person-131def654,def654,,
2024-07-18T19:15:39+00:00,165,home page,person-132ghi654,ghi654,,
2024-07-18T19:15:39+00:00,166,home page,person-133abc321,abc321,,
2024-07-18T19:15:39+00:00,167,home page,person-134ghi456,ghi456,,
2024-07-18T19:15:39+00:00,168,confirmation page,person-134ghi456,,1,139.25
2024-07-18T19:15:39+00:00,169,home page,person-135abc789,abc789,,
2024-07-18T19:15:39+00:00,170,home page,person-136def789,def789,,
2024-07-18T19:15:39+00:00,171,home page,person-137ghi789,ghi789,,
2024-07-18T19:15:39+00:00,172,home page,person-138abc987,abc987,,
2024-07-18T19:15:39+00:00,173,confirmation page,person-138abc987,,1,124.25
2024-07-18T19:15:39+00:00,174,home page,person-139def987,def987,,
2024-07-18T19:15:39+00:00,175,home page,person-140ghi987,ghi987,,
2024-07-18T19:15:39+00:00,176,home page,person-141abc654,abc654,,
2024-07-18T19:15:39+00:00,177,home page,person-142def654,def654,,
2024-07-18T19:15:39+00:00,178,confirmation page,person-142def654,,1,174.25
2024-07-18T19:15:39+00:00,179,home page,person-143ghi654,ghi654,,
